,distortion
265,49.0546751616924
266,47.0248668018031
267,50.842129243233
268,49.6443967362078
269,49.4267547933106
270,48.2068020359299
271,52.399932560746
272,50.3362124202595
273,50.3363560701655
274,50.1348647267743
275,49.3937275949801
276,51.1692472831147
277,50.0030482350433
278,51.0810986106896
279,50.2485552076966
280,47.2675682489167
281,47.4068447834616
282,50.3174223321168
283,49.9007320047589
284,52.4587350218933
285,50.4133414395932
286,49.0779946181561
287,47.1910705313427
288,47.808745683312
289,51.4117523129684
290,52.1798999586251
291,51.3185844836021
292,50.3772827211052
293,48.0006014706998
294,52.5163163081988
295,50.7872560416712
296,49.3385874912632
297,48.7036109783567
298,49.0433090107247
299,52.8252583556753
300,48.3173098664794
301,56.3267103895802
302,47.4356943409266
303,47.5419141457823
304,53.9029369102444
305,50.9005399494521
306,50.4439820820175
307,51.7206142589515
308,51.579401927067
309,47.3029628084729
310,47.8776722535868
311,48.0448968803555
312,51.8248287163697
313,48.4009044821189
314,48.7566487313007
315,50.925158668183
316,51.3418946526468
317,49.1251323840042
318,50.6770771126974
319,52.4299552513762
320,49.358147747169
321,49.1241822900712
322,50.3244225780624
323,48.8450320278613
324,49.8403088605564
325,50.7345455925174
326,51.2408143128331
327,50.928973100713
328,53.3496030878947
329,50.2052206707007
330,52.5425553302189
331,50.3167941701744
332,48.3497771692577
333,47.6573165189604
334,52.3344225386329
335,54.6799497553698
336,48.6640339215499
337,49.8761856386396
338,45.1261847815876
339,53.2610212808688
340,49.8870347592547
341,48.7966377572852
342,48.1146360163821
343,52.970494064799
344,49.2529376605705
345,52.2371227138094
346,47.6521090023743
347,48.6032525907405
348,48.3275621332481
349,49.8949717392254
350,50.1536350467993
351,49.6932736293191
352,42.5576721239565
353,46.326315815213
354,53.0071025955568
355,47.1929539736681
356,51.8780974088905
357,48.1666970569933
358,50.001879079347
359,51.8133467477906
360,50.786750021188
361,51.8326275042915
362,45.458219804417
363,47.5267995907958
364,49.2734295665006
365,49.7274728206451
366,47.7164422380536
367,47.1255156275139
368,52.8620558793463
369,49.8546065423646
370,50.1329276383999
371,53.1097307781178
372,49.5101411370257
373,49.2621981794968
374,47.9379792862251
375,49.2960966837493
376,45.9114322164899
377,48.1407404953483
378,50.1853298308083
379,51.6844471480311
380,49.332405473943
381,50.550732170551
382,49.2669694741606
383,46.8940057441256
384,51.4517334620247
385,49.5802699971447
386,49.6902562567186
387,49.6863393020687
388,50.7540278916594
389,47.8482806959208
390,51.8255078594818
391,49.4300108056221
392,50.7900752316799
393,53.1562582871306
394,52.6505656383893
395,51.4859134981634
396,51.5398362045461
397,50.569278510824
398,47.2857944027123
399,52.3959851135366
400,47.6278609658873
401,48.9577345323313
402,49.3088658815193
403,49.7809548640315
404,47.5675874164942
405,51.3977569227932
406,52.2752938698484
407,52.2540402094391
408,50.5958223679007
409,51.5194282674138
410,50.3771193095691
411,48.2582018926152
412,48.469909110668
413,48.3884169156203
414,50.1460501851411
415,51.4087558861001
416,51.2894184947628
417,52.9859170500368
418,49.1219195135071
419,48.4023595038179
420,49.1257765468407
421,50.3005567595835
422,46.6275920587479
423,50.9679457202012
424,47.8319760857488
425,51.1825396015687
426,48.6206402620655
427,50.4468841488654
428,49.6110785221514
429,48.7775930515831
430,49.9781869140018
431,53.6265812530056
432,50.2851029649134
433,47.2907564817369
434,47.5242051568523
435,52.4310797880383
436,51.6909509317161
437,52.3562986020296
438,50.4813717923632
439,49.7836011546068
440,48.6042024907076
441,53.4874772457485
442,48.5485761874064
443,49.8720712306928
444,47.2082991421813
445,50.8445493856924
446,48.4540028073608
447,47.1700294285187
448,49.8847839469015
449,48.4734735405211
450,50.473144854408
451,49.5889251774316
452,48.4862390733299
453,46.0454659795205
454,50.2156755731172
455,47.3342184198884
456,52.3911565277842
457,49.2079612053329
458,50.7758809638613
459,51.8146574971333
460,48.5704058843303
461,55.1729703194934
462,51.4289558164227
463,49.5666443492883
464,47.7059608165238
465,50.7599723962369
466,46.097082791879
467,45.6559985752348
468,49.4916122905794
469,52.6046732025961
470,51.9969496927047
471,48.0135986416193
472,49.0267459930813
473,48.5749701977173
474,48.3051716393319
475,48.4293312067674
476,49.1492286223328
477,51.27896445347
478,51.9111783295921
479,53.2797856462446
480,52.1539633611016
481,51.2063837967161
482,52.9856686926591
483,51.0405745412432
484,50.9518891912254
485,50.1909082886757
486,51.7922988488307
487,49.0092034981962
488,51.2435522944408
489,48.7239988407907
490,50.9439321715801
491,46.6819831036604
492,50.0158074851457
493,48.9311504612986
494,50.6607921481702
495,53.4786811376571
496,53.7489348881808
497,51.4740626994796
498,48.3528340106758
499,50.8598270531604
500,51.0234902039774
501,49.3230326159549
502,49.4701700413603
503,48.4449681454683
504,45.9599216572213
505,53.7253455593429
506,49.6197654028055
507,50.0323134725375
508,50.1819114820944
509,50.147063927258
510,48.8566617228334
511,53.7771590446156
512,45.7499822998069
513,48.1650127922525
514,50.6463758752101
515,46.5119577983725
516,50.8976359105246
517,48.9657041326104
518,46.7786441346709
519,50.0237483031719
520,50.1601997566648
521,49.7138870394668
522,49.3301398077904
523,50.8715995004613
524,48.8354599804691
525,49.3857222403498
526,50.1520972352354
527,49.0557644076808
528,49.8446387765848
529,52.662597625221
530,52.5856743263396
531,50.9262373793908
532,51.065394775967
533,50.557774175264
534,52.7798310265407
535,47.4532192025046
536,50.8249048987653
537,52.1402499249166
538,47.7600000933691
539,51.0772335056417
540,47.7839300410977
541,46.5415811334886
542,49.1089364977726
543,49.0350469334237
544,51.7505270501014
545,48.2171075140011
546,51.4209576741473
547,49.2780581600929
548,48.1488405822455
549,49.3750770064498
550,48.9641572258151
551,46.8417472062106
552,48.7793203881976
553,51.0922934595615
554,49.2757220193674
555,49.0355112006737
556,50.26579811835
557,52.712441530963
558,51.5876123671737
559,47.2599247969121
560,53.5593339617488
561,50.3888771613992
562,48.2124505357062
563,53.9304466605774
564,54.1445968855511
565,47.1432669654774
566,49.4782657441962
567,51.04162891359
568,50.7205829419628
569,49.8582045728092
570,50.0754500304381
571,48.8644522856126
572,52.7081438867709
573,46.8788540288853
574,50.0987225623866
575,50.0907583825714
576,46.7169740704115
577,48.6817573746869
578,52.5503010713063
579,48.1140254306903
580,51.4659666652313
581,50.9606959084362
582,53.9760690929157
583,50.6483009016092
584,53.0663622079089
585,49.4134531955713
586,50.7355539115358
587,47.3221204368882
588,51.2651568450903
589,46.7947746791779
590,47.6221234739523
591,53.1158592687013
592,52.2064344772736
593,48.1098747292729
594,51.6733645040605
595,48.2454801262728
596,52.0892361313825
597,47.8799872328625
598,47.7865580548026
599,50.2736018890062
600,52.8630525636904
601,50.8887614841509
602,53.585464220874
603,47.9010922809413
604,50.2868318631783
605,52.8303858600677
606,46.9664707443792
607,51.5318918118252
608,53.1225939563167
609,48.7883197317259
610,49.1730381762833
611,47.9433091160723
612,48.4365266938072
613,48.1400890192906
614,47.8082261604264
615,48.8660751478652
616,49.5647106153855
617,52.7976945264837
618,51.3038052343564
619,48.1668572132449
620,51.7980886305613
621,48.0890731455102
622,48.80242333703
623,49.3790709646931
624,48.9918242737706
625,45.6963693798121
626,48.2228893392613
627,51.1492885799101
628,50.7189005425502
629,49.9034649385843
630,50.6236819722244
631,52.6264451841213
632,48.6379912547121
633,50.5922278095705
634,48.4614096983581
635,50.3788102894685
636,50.0236070724943
637,50.4437680541864
638,46.8801243811774
639,51.2429379573949
640,49.9687633143279
641,46.3833828661053
642,49.2766723294615
643,50.1583190065491
644,51.4470952803315
645,54.6368320204255
646,48.704458397968
647,49.9478893576392
648,48.0446786165869
649,48.8452728507425
650,47.9191029663976
651,49.1182209421157
652,50.2621938592456
653,46.7867994382178
654,49.906099224851
655,53.0546902451989
656,53.6875135206569
657,49.7627919204515
658,49.9938084343293
659,48.0080024905057
660,52.6964573111576
661,49.9013400159698
662,50.9849568567077
663,50.0324570438447
664,54.6292274333805
665,50.8716581660047
666,49.5896396466805
667,51.041561616264
668,49.6400082217878
669,48.9466471499432
670,51.5226018163671
671,52.2901943156202
672,50.0707011728703
673,55.5110567064441
674,50.6577423181519
675,51.3128993376891
676,48.0018978223344
677,48.0911532388417
678,47.5237125981659
679,48.3226242758734
680,47.2610598257627
681,47.9720637620076
682,47.0649646639034
683,50.0882034903145
684,49.4281739948385
685,48.5466846576703
686,45.1946783401268
687,47.0005436571342
688,50.6517124598073
689,49.7417128362069
690,52.0626371870312
691,53.7172861489795
692,51.1845862197948
693,51.7871714608453
694,50.4463086893426
695,50.16721272842
696,48.6330306522537
697,52.5098732194543
698,46.9120671741377
699,47.5172367498867
700,52.3298335283911
701,47.7952618212476
702,48.7093104790021
703,51.3938439030476
704,49.7541044867681
705,48.8274490580168
706,50.1536130601862
707,53.2897790580647
708,49.4391721717135
709,53.2544676283783
710,47.2007524530131
711,53.2660411764785
712,51.8474784069764
713,49.4233669850034
714,50.7568219204836
715,47.3186680449398
716,49.126717925342
717,48.537253085641
718,45.3806029502407
719,52.8570680793058
720,49.937932576109
721,53.0518179151285
722,51.8904823045332
723,50.9704450521055
724,49.826830753611
725,48.2156415991925
726,49.5604190610036
727,49.8604488164674
728,53.3148204255652
729,49.8140041804076
730,47.9022992485044
731,51.4644038358995
732,52.3957908894589
733,50.7121058921705
734,52.9307181853354
735,47.1394261324053
736,52.9546920943984
737,48.1850387772036
738,50.109105013651
739,47.6860292951867
740,47.021475105769
741,50.6024956291144
742,43.5206321359334
743,50.0126384225965
744,51.2039747610429
745,50.3928105263255
746,48.5478776714197
747,49.4062759483746
748,51.6117866091584
749,49.3601107840106
750,49.5689132032505
751,45.844639573198
752,49.3994687154857
753,48.7057254404352
754,47.7297334594381
755,53.1313609103727
756,50.5623967979446
757,48.4354370546732
758,49.7371293493519
759,49.481058059877
760,48.358306414158
761,49.3491287809974
762,48.0019184717711
763,49.399594626614
764,50.8640641089417
765,49.2757543729323
766,49.2478021712635
767,51.7158425651764
768,52.4794878366665
769,47.8519414461525
770,49.5482237791463
771,53.861751775161
772,48.9580737727067
773,48.4410223539293
774,47.5163653701302
775,54.1228874154841
776,49.2744648608944
777,50.85303663502
778,50.7359770783773
779,48.5360825058299
780,52.1350716798709
781,51.0211430252104
782,50.0571452445899
783,52.5478284854112
784,51.6234756790544
785,50.4762707872643
786,51.8085308391863
787,47.1476127164045
788,52.4577149831004
789,47.9787973838298
790,49.8029350129195
791,50.9717729945934
792,49.6960959682382
793,46.6729727000841
794,50.9921100337924
795,47.0597022682046
796,47.8162413012634
797,54.9646698497312
798,50.0334456548407
799,47.8679334082991
800,51.9581634766688
801,48.0593188928079
802,50.4505646911436
803,52.0017140641624
804,49.563159464177
805,53.4952577169868
806,48.0205503023919
807,47.6897926508716
808,50.1029842141799
809,48.5862980445691
810,49.6010897570489
811,51.1026200303019
812,48.5814401367916
813,47.8407214164939
814,49.1168954395111
815,50.8121579595841
816,54.7191661863446
817,49.0397483546092
818,51.7899533912181
819,51.0947754000319
820,50.465080256626
821,51.1660114625792
822,48.6538795943843
823,50.3325644407436
824,50.0166738972461
825,46.7331212507176
826,47.3024065719721
827,51.0972614798428
828,50.6734002299276
829,51.6697343756379
830,51.2688088391772
831,47.0549950887308
832,48.4521795021787
833,47.6971529275472
834,55.0186337963922
835,50.9672348890804
836,48.5070352295783
837,47.3003742562854
838,49.8594692229832
839,49.1984282397278
840,50.8330797550625
841,47.338675820853
842,49.7037088683456
843,51.0976047726155
844,50.3573405170153
845,48.0142489107122
846,49.8638031134319
847,51.3875187363626
848,51.1898831749096
849,51.1701249448314
850,51.8908718646866
851,50.3494226330526
852,51.34869554363
853,47.5018447774838
854,46.3199121795184
855,49.5357086911682
856,51.2947379064938
857,47.5184017622344
858,51.4844461103423
859,48.6886766980027
860,51.054263004727
861,47.5848038317921
862,52.281192890933
863,47.7922737529421
864,48.3799263161903
865,49.8914253095379
866,45.5166239339777
867,44.9002080808661
868,48.4666024546135
869,50.9185194070423
870,51.6448264137151
871,49.7080392572082
872,53.058771170035
873,50.4097543019018
874,51.2985239162282
875,51.5907203007303
876,49.5921039588667
877,47.681488854357
878,47.7749238953636
879,49.634117196526
880,50.5623907621865
881,48.9432957143138
882,50.6679592351771
883,51.2917815469571
884,48.2220459339014
885,49.810190759688
886,46.0176073928242
887,49.2191117815165
888,48.3918891270216
889,50.1516246355508
890,51.9237109331537
891,49.8004349369197
892,51.4565111468412
893,52.6101106486922
894,45.4914484651497
895,49.695693793167
896,47.8772762498107
897,50.1842695435902
898,49.9076023667503
899,46.6669458097611
900,50.6539288692912
901,49.9409055378865
902,50.1215456511791
903,49.5364122377857
904,52.7770301341761
905,50.2155393425608
906,48.4516918202386
907,51.6230058705456
908,53.512123035555
909,47.3954020011621
910,50.7266537826604
911,53.1786001003678
912,51.2359451216702
913,44.2094265118261
914,53.382426104387
915,50.1993753247732
916,55.2333893993474
917,50.2619153040147
918,48.5393467063167
919,52.4648820595932
920,49.3607640464371
921,49.1120236394794
922,49.0726970103924
923,49.6703217273076
924,51.2714171922176
925,51.8456525893644
926,49.8171305025702
927,53.8503618186095
928,51.3868272002753
929,53.069781470815
930,50.1710179288998
931,49.1957437144316
932,50.4292869435871
933,49.2022347554501
934,49.5107505813595
935,50.6578808493234
936,54.9607698649342
937,49.4565305562818
938,50.4509846134424
939,48.7192309314723
940,49.863117182871
941,52.0051371070284
942,53.0092695046382
943,50.8097598874844
944,49.4351318847021
945,49.305432647437
946,51.8591125035902
947,47.2154411759584
948,47.8646363655746
949,49.6262267053486
950,51.811736076135
951,48.3521614546998
952,47.2423294173875
953,50.3484187620383
954,50.9909458662558
955,52.8860680843351
956,56.1055575973806
957,50.4138955780307
958,47.165261452284
959,53.1590215267657
960,52.5574110743383
961,48.3461817292932
962,46.8954732691512
963,48.0109914332877
964,46.880162190895
965,46.0948011666467
966,46.4026250425851
967,49.8442975213337
968,49.4216322818927
969,54.1817687439847
970,48.0497349124038
971,51.9391747925458
972,48.3867716543695
973,53.5307176652664
974,50.5595623200178
975,48.136651887893
976,51.5713086960335
977,52.017585914713
978,49.5542547736183
979,52.3541193519384
980,52.7067927950671
981,50.4727747557528
982,50.53775664183
983,51.9906146138527
984,51.7343832709383
985,48.448202010436
986,44.5231276340007
987,48.3041158842429
988,50.5485404946666
989,47.3464670527944
990,51.5819916651246
991,48.9435084969529
992,49.4499192131858
993,47.9105253109826
994,48.34171645239
995,49.5081782513373
996,50.1539256049358
997,50.9180471969484
998,52.856344235297
999,49.4635931137358
1000,50.9264859959714
1001,51.2238364448687
1002,51.3986090717196
1003,49.8935938321544
1004,50.4507709707253
1005,48.6447830366513
1006,51.5731182927489
1007,49.0549322644604
1008,49.3661905121925
1009,48.3595328991709
1010,50.8013458668589
1011,49.1350792710168
1012,49.9880154911784
1013,49.8820806825373
1014,50.0125694925282
1015,52.2152814596868
1016,48.4444986268149
1017,53.177592259719
1018,47.5544841825818
1019,49.5947860662111
1020,48.109535732468
1021,52.7304352644087
1022,46.2483363279035
1023,54.1265077389502
1024,49.1433811379324
1025,50.6929699866737
1026,50.5402879239287
1027,49.1676133258619
1028,50.47194111623
1029,50.680292081342
1030,53.5157632733433
1031,50.5065917701387
1032,50.8751702574065
1033,50.0043216130386
1034,53.9877629650961
1035,51.4135203813357
1036,51.741686216606
1037,51.5418121224978
1038,46.5675735762956
1039,49.7963510491378
1040,49.127411162251
1041,50.3096765985547
1042,51.1741505557297
1043,52.4386263342284
1044,48.8756243656001
1045,47.1029275216426
1046,52.6577962708269
1047,46.5379839985338
1048,46.9006100380364
1049,47.0604817238828
1050,53.4372598859383
1051,49.6503324654553
1052,50.7608048238806
1053,45.3305786766119
1054,50.9084392636639
1055,49.1680281325227
1056,50.096671558447
1057,49.2101421637156
1058,49.4161099627247
1059,46.5633083307276
1060,52.7282154981249
1061,48.3364516409052
1062,52.3655402674525
1063,51.6289369740466
1064,53.4020813666568
1065,50.2021187727396
1066,49.5369897401346
1067,49.2768824902441
1068,50.4835296988745
1069,49.0468219405451
1070,47.3637426399627
1071,51.4764574440205
1072,49.4345885363339
1073,51.6856313078993
1074,47.4117025732018
1075,49.5491632144685
1076,46.7979994033184
1077,47.3926186243992
1078,52.5470589680312
1079,51.6205481704499
1080,49.8527362691296
1081,50.0892572873443
1082,45.9998769563463
1083,48.252727325325
1084,49.2200290899698
1085,48.5144020885021
1086,53.5920052119787
1087,50.149530386018
1088,53.5089579479187
1089,48.1243940725701
1090,52.4716339732748
1091,47.824692371822
1092,50.5354285062756
1093,48.5836265235506
1094,47.5513931619593
1095,48.2697452148935
1096,49.5495350667437
1097,50.9193712236014
1098,51.3224620655559
1099,49.20030168239
1100,47.9084939599043
1101,46.9837184630025
1102,53.3760790167416
1103,49.1045434546196
1104,48.7221663413921
1105,49.8206120548058
1106,52.8194146349365
1107,52.0871704710262
1108,49.2217834218172
1109,51.1624542128621
1110,51.3951520658852
1111,50.8259409851953
1112,51.9233669261795
1113,49.9845075719573
1114,49.508217688464
1115,45.2296973265
1116,51.5350702420008
1117,50.0916417740856
1118,49.6914474923368
1119,49.3983269586413
1120,52.6182262730165
1121,50.0029493290615
1122,50.583710520509
1123,47.5373881065748
1124,49.9052133177249
1125,51.0336831342957
1126,51.2650795631082
1127,49.9674683990057
1128,51.1174841538948
1129,49.2688174500283
1130,47.2102174647828
1131,47.4985599080504
1132,49.4730376861262
1133,48.6487593531531
1134,50.376292551759
1135,51.0785192229971
1136,50.9194268823137
1137,51.9903457291529
1138,52.4966606979168
1139,51.7490926236764
1140,53.1559808680824
1141,48.9384382232265
1142,49.6832811857631
1143,50.1476328154581
1144,48.1103680634976
1145,54.547781476282
1146,47.902683538745
1147,49.9392570460629
1148,47.3868789763831
1149,53.0649669021148
1150,48.2987357363635
1151,53.1442343337658
1152,52.6219999842553
1153,51.0407359630921
1154,50.9139746566984
1155,51.0049881158294
1156,48.9269668882192
1157,51.476817706625
1158,52.4169626876261
1159,48.4939962248248
1160,49.6676139949406
1161,53.7738765527683
1162,50.1157377511795
1163,50.3642005580883
1164,50.8181633086329
1165,54.7682659954769
1166,47.9731996989217
1167,49.4641040912221
1168,49.2600127021438
1169,50.3607259688308
1170,51.3179898859417
1171,50.3705521638607
1172,50.9128845427664
1173,49.7658457908288
1174,49.9105937413463
1175,50.9532139451703
1176,51.6709482865552
1177,52.5034175724677
1178,48.057009019543
1179,49.4541037942357
1180,50.0986567200649
1181,55.5288431677946
1182,53.7738440091292
1183,51.788127051772
1184,47.1023457373074
1185,52.3053300739601
1186,48.0917825905487
1187,51.7605720233218
1188,47.0541704526051
1189,50.4701746421664
1190,54.7218193930262
1191,47.6227699937206
1192,47.803032909122
1193,49.1886123588905
1194,55.1290643845803
1195,48.789755879378
1196,49.8222852401024
1197,47.4351679611269
1198,50.0233338159729
1199,48.1942438813821
1200,51.4794743657516
1201,48.7292006065793
1202,48.2639467697001
1203,50.0323485266558
1204,51.2558235396523
1205,48.8923934711852
1206,49.6613658051034
1207,48.9257221515843
1208,48.0915770828178
1209,51.2670554633138
1210,46.6727297921546
1211,46.8360398784532
1212,48.338531150564
1213,48.0712211994341
1214,53.2844023944243
1215,48.2926184162026
1216,47.9297471021624
1217,48.1696602049066
1218,49.8958453393693
1219,50.7679773934679
1220,51.9985984528087
1221,52.6570238365308
1222,47.7782497065867
1223,50.8918763282045
1224,52.7013344753082
1225,48.8758494164806
1226,51.5639797483659
1227,50.711393082622
1228,49.0562373435323
1229,51.5039830126718
1230,48.0909758005182
1231,48.613802467654
1232,49.2315802250631
1233,50.9679080506702
1234,49.2367553163762
1235,54.4518783896213
1236,53.5850519672753
1237,51.8121135487363
1238,51.925675232901
1239,51.7052472877449
1240,48.564662077158
1241,51.1730188154407
1242,50.1367627560023
1243,48.597368201917
1244,51.1583884121198
1245,50.467156279459
1246,49.1497535778736
1247,49.6152704387621
1248,49.2369586037523
1249,49.6382268908528
1250,52.249939657869
1251,46.3932846698456
1252,45.4757408475062
1253,49.0125863902479
1254,51.9733126063303
1255,51.3766805850045
1256,52.1659703406982
1257,50.9566732872819
1258,52.0440116114482
1259,51.1051735736685
1260,49.0088902742842
1261,46.7888325620437
1262,49.5059891095139
1263,51.6336576330082
1264,45.4211279372279
1265,50.9371385822093
1266,49.2328223786953
1267,51.0074895567639
1268,52.5480802764866
1269,44.5580459553779
1270,49.0648108977597
1271,49.0877166565694
1272,49.5580229536165
1273,49.1524267117851
1274,51.9792344208857
1275,50.2512792921406
1276,51.7155669378101
1277,53.2535108738566
1278,47.7457811782678
1279,49.7444936514712
1280,53.2264477394973
1281,50.487401618681
1282,52.6705259904242
1283,51.4418172134683
1284,50.3026892687646
1285,51.9365975126203
1286,49.1296157289051
1287,49.7723118690692
1288,47.0448879364133
1289,48.9873724498849
1290,54.471118000685
1291,49.6823679134921
1292,52.2088204688905
1293,49.6697682317703
1294,50.324865647868
1295,51.9837749732564
1296,48.9520879891641
1297,51.9800232239313
1298,51.7620952927538
1299,52.1607386258419
1300,49.3029901210816
1301,45.2022224745842
1302,47.4691915862417
1303,45.4854388197138
1304,48.4328629190269
1305,45.6741247999871
1306,45.5483493832264
1307,48.9597552557002
1308,50.6223171181518
1309,52.3366674390718
1310,50.0279971788065
1311,50.2470084761081
1312,50.2635583726606
1313,50.6331799847744
1314,48.4619802111001
1315,50.5852259682075
1316,48.603956245736
1317,50.0985342590508
1318,49.1745688192646
1319,48.5346130147176
1320,49.6301951195517
1321,51.1235200461734
1322,49.6500155277493
1323,50.5968011777631
1324,50.3335724608653
1325,48.8542565324853
1326,48.1875791411781
1327,47.3130504827378
1328,50.9986785839319
1329,49.0024490761203
1330,50.2290026036453
1331,48.3069924622005
1332,45.6456735004041
1333,49.4347429976116
1334,49.7402249533201
1335,48.3605649100073
1336,51.0334601039557
1337,50.9579703090171
1338,49.034928171508
1339,48.3626608665188
1340,51.3886206677353
1341,50.3668102165553
1342,51.9906390374033
1343,49.8798310817833
1344,48.8748423395908
1345,50.3196265904283
1346,50.4424068699101
1347,49.9425341384692
1348,46.894166125407
1349,51.7830469180123
1350,46.5207795133443
1351,48.4115247495031
1352,47.4729269964092
1353,51.8838939425239
1354,49.5901832347362
1355,52.2427216401384
1356,50.1559159749103
1357,47.8194655435732
1358,48.6953111941031
1359,48.5485052736567
1360,50.4194972024342
1361,50.3891298105796
1362,51.2367044493312
1363,49.5573476670893
1364,46.9596110405139
1365,48.8309803933503
1366,49.0522759333762
1367,49.7872939573924
1368,52.0045647640312
1369,52.4301626497653
1370,47.9372105822551
1371,50.6747722954337
1372,54.1921125395509
1373,51.6004914618267
