id,width,height,ionizationclass,FluxCompensation,pressure,karma,modulation,weight_in_kg,weight_in_g,error,error_type,Quality,reflectionScore,distortion,nicesness,multideminsionality
15,67.3335732721268,132.900738682433,A,I,90.0873249151748,1149.19250231255,100.608387654611,603556.279008675,603556279.008675,no,None,88.0594724611351,672.517536402122,52.318835581308,69.5351020792417,yes
16,82.7190079614015,115.756792456661,C,IV,102.876274095388,1131.83407703771,100.731406087741,792068.678326192,792068678.326192,yes,critical,96.785561695182,735.541444672617,52.0198229930613,82.5282551899058,no
17,64.3149415716786,129.133939167323,A,III,102.849737026775,1104.73223320928,99.9223708287107,535160.500672676,535160500.672676,no,None,96.5484326050879,735.521423802486,49.1164554162336,65.4197563402046,yes
18,43.1291084180955,114.518430860174,B,II,103.996507890224,1131.85329407685,100.984027803283,213028.502427248,213028502.427248,yes,severe,95.310051768415,770.948747829762,48.282496110848,49.2911373600577,no
19,38.8093385715104,135.430920317326,A,I,100.393946022616,951.874168071325,100.073596428547,204991.032432161,204991032.432161,no,None,98.9830753745551,656.860979550318,51.6620748416259,37.6516403866115,no
20,96.4022669146038,124.883881456089,B,I,101.013475120844,1023.18627524585,96.7294985415616,1160604.5679707,1160604567.9707,yes,severe,98.954748466865,679.920575142319,47.0970268936313,93.2799328664834,yes
21,63.8672281184305,133.640904778515,A,III,103.111909917397,1037.73477416441,97.77546550486,546133.855923854,546133855.923854,no,None,95.709311040702,717.818418069216,51.1320132092582,60.5428057054222,yes
22,34.3738313204,141.092735625277,C,I,98.590021895312,1174.13370468921,104.184039619814,166719.608469156,166719608.469156,no,None,97.2725983962343,706.745072340417,52.5921361105306,33.0296798881611,yes
23,66.5616528848076,131.78637213208,B,I,100.181988370013,875.100661073472,98.0760798902867,583884.041461913,583884041.461913,no,None,98.6224817408935,709.301155550895,50.7353080247649,67.5815631295998,no
24,94.293493983452,138.098936942261,A,IV,100.660544782225,958.974340561646,100.776849479205,1228883.11940105,1228883119.40105,no,None,98.782535780576,663.092468938535,51.6350247743845,95.8191945278824,no
25,107.903869225299,129.053726266102,B,I,99.6283049415357,1024.25974926341,97.1262597670563,1502614.16976866,1502614169.76866,yes,critical,98.9040641091678,738.615740213157,48.2192173237991,109.835344855242,yes
26,61.390617367876,130.357479028922,A,II,99.8439696001411,887.791691523584,103.342987467476,492304.661817014,492304661.817014,no,None,97.4502550729251,741.241311167101,51.6413131353787,58.55183850221,no
27,64.8546123446214,135.604625370399,A,III,98.2418697792233,1007.24812388187,101.258595266719,571379.633734058,571379633.734058,no,None,97.5752252415605,721.061137035033,55.1382039774429,64.5747527317717,yes
28,34.7367382961044,130.313939340938,B,IV,104.758371780645,1030.28833616104,100.783019504853,157252.929190774,157252929.190774,yes,minor,94.9630054998751,672.15715084645,47.3737878876515,34.4740037115186,yes
29,79.2019470966254,126.76339187265,A,II,99.6035914260458,1047.73593036011,97.6980280328182,796191.265309883,796191265.309883,no,None,99.3416167947717,656.990931832111,51.7915597856937,78.3701859358266,no
30,57.2001024807976,119.868894176397,C,IV,98.8005020387665,860.994449312162,97.2304564212457,392203.609788592,392203609.788592,yes,minor,98.3366565948505,733.876466948479,47.7975201376101,57.5825744466532,yes
31,79.1090024648244,140.001666221938,A,III,101.593592013554,878.721214997526,104.603564282222,877173.016593716,877173016.593716,no,None,97.7342092514357,670.970026768247,51.1209525013407,79.3216099235345,yes
32,84.0967467445764,149.740532602938,B,IV,98.6280241338587,953.087937861725,106.262517258499,1059013.30938835,1059013309.38835,yes,minor,97.6618215422686,745.805774523489,49.1097087279979,85.5357272816113,no
33,90.7020704393985,139.587209039101,B,I,96.734143329616,932.473504048688,100.145912637326,1148376.59075465,1148376590.75465,yes,minor,96.0805591328235,686.891437446101,50.0701661151658,90.6575682453098,no
34,57.8214724918558,140.425967208087,C,I,100.949110497294,976.017821613142,99.1450072153365,469499.151560149,469499151.560149,yes,minor,98.7946945148525,708.194597181327,51.5868026720716,59.7393818655695,no
35,80.0991024659594,123.812575912708,A,I,100.338884736284,1105.46610596007,100.781994119602,795374.717799829,795374717.799829,no,None,98.849652465024,720.362601930105,53.7268646887996,78.3563312970121,yes
36,35.6598264185332,131.115334149752,B,III,97.9923983869301,932.750883153554,98.6587901596774,166737.767727015,166737767.727015,yes,severe,97.5144697909507,715.318117446817,49.151602604438,37.6038791321423,no
37,54.3108198324101,131.046635264563,B,III,100.24036296389,1052.06873577708,98.2584310684734,386553.632886155,386553632.886155,yes,critical,99.2676579765765,677.483010551271,51.2759106587802,49.825777594606,yes
38,52.9818481164696,135.985064935149,A,III,99.0491505083921,980.919466779447,100.382690623843,382729.967663227,382729967.663227,no,None,98.2399702320275,677.94034311203,51.4804438673068,56.5254661382298,no
39,38.2841529989326,126.846969589552,C,I,97.1495847528968,841.844309983347,107.157219774674,185924.765767952,185924765.767952,yes,minor,96.7470560201865,670.980396048308,50.232949630822,38.6386337544856,yes
40,70.7224521378451,122.000844427547,A,I,94.6103717190816,937.394693569867,101.585043497815,611219.827541444,611219827.541444,no,None,93.9730461997653,644.725739787784,48.4036440003218,70.0779340034111,no
41,74.1199720040051,128.606137367882,B,I,95.3328353000704,944.111464015895,99.0696523867812,706543.573824002,706543573.824002,yes,minor,94.5614439862423,709.17137731508,51.8144099930944,73.7507344619096,yes
42,62.7788540290267,158.148275090404,C,I,96.6215792974775,890.422176151324,93.786846819276,623300.212250968,623300212.250968,yes,severe,94.4250667647267,700.367040294742,49.7553081077798,63.3689339957126,no
43,85.1632647139903,126.528209685383,C,II,98.8845724590509,1025.79425818487,101.103570604569,917689.738162172,917689738.162172,yes,critical,97.9319010712977,672.823747391984,50.699991532075,84.3293294478578,yes
44,55.4659034584685,139.865832516075,C,IV,96.9617378644184,1026.12209821875,107.042703945704,430302.214627682,430302214.627682,yes,minor,95.4302645518492,769.399650568159,48.5570737691702,50.690719019032,no
45,42.6343791116141,113.168817514715,A,IV,98.895904807065,874.267586640037,107.103580609834,206715.279727344,206715279.727344,no,None,98.1448670502159,715.07756743461,47.4695616435101,41.2065643625257,yes
46,78.6563605177743,159.681738852794,B,I,99.8825253611829,928.496112548221,95.01724251026,987933.192624215,987933192.624215,yes,severe,98.3466408074199,756.363422014565,51.0547270673058,81.3244877031347,yes
47,53.7721364762666,115.33507395481,A,I,97.5034737901258,975.493647006401,100.619813720316,334494.959183056,334494959.183056,no,None,96.8366352093025,672.282709081854,48.6226615793089,55.3644836810916,no
48,98.8820252344251,131.405103065963,C,III,107.25967121099,1004.98141186725,100.159127826749,1284843.49905846,1284843499.05846,no,None,92.3704210283599,689.007448869138,48.0870190531329,102.429360631242,no
49,61.3710759477331,130.443766753973,C,IV,106.142709809583,948.182046935704,97.254526255724,491313.842173633,491313842.173633,yes,critical,92.6646785181596,696.87550265936,48.0272913833018,61.5813434895238,yes
50,83.1129576680441,128.195713342853,A,III,100.729720668144,968.135685233837,99.8067534342157,886556.775845922,886556775.845922,no,None,97.2619550067173,721.571072073858,50.2571168543548,83.1312891023149,no
51,76.4385053040789,113.566996777973,A,IV,96.2002026308092,1079.60643705692,96.8257120879377,664565.15058389,664565150.58389,no,None,94.2001205080944,704.963244040125,49.7576989028298,77.8216663033517,no
52,54.3232211823925,120.129158461762,B,III,100.730085429904,1057.4521131133,97.886405444463,354513.054750112,354513054.750112,yes,minor,99.1215971566822,661.616586885348,50.5714655094872,55.6303433798394,yes
53,101.51455039584,141.098012223467,C,III,97.06244951778,1039.5155732028,99.8808377786115,1454052.40058973,1454052400.58973,yes,critical,96.7900676005448,705.127512234219,50.9222625026152,100.936044694975,no
54,82.8579861143463,131.592254855222,A,IV,103.801962481804,1071.83593056432,99.9419104327636,904449.91182436,904449911.82436,no,None,94.9497494063862,670.367468990183,51.1411074382908,81.2261752876403,no
55,71.7952129319921,129.528675351991,C,I,101.939827261512,966.090360889227,97.9687269282411,667672.793678085,667672793.678085,yes,critical,97.2258834934225,687.753292774306,48.6242173872159,72.0251970306052,no
56,75.5310149458293,133.177077552506,A,I,101.418834166986,907.105151567501,103.530076486373,760777.111703369,760777111.703369,no,None,98.0429052169809,694.682401530604,49.8733327068821,74.9753145226911,yes
57,83.5857763211054,131.761009270759,C,III,105.141967987273,949.601410547032,98.1579119694893,920570.311619661,920570311.619661,yes,minor,94.7887516269422,712.18891457933,50.4591724353453,81.1837855793151,no
58,71.7966577315816,131.661914792389,A,IV,102.270708799603,915.674525690057,92.8951456424344,679696.444725633,679696444.725634,no,None,95.730597435989,721.121732950114,49.4580611488949,74.258503682365,yes
59,49.8618016630587,137.812099752064,C,IV,103.233018387463,1156.81218659817,98.8425260538556,342639.611251578,342639611.251578,yes,minor,95.9514916443249,690.965752559596,50.2008208189396,50.652827465689,yes
60,75.6976590706132,136.168281861284,C,IV,98.7198881333435,904.25758718129,102.697799556847,780272.102106505,780272102.106505,yes,critical,98.4153451818765,690.211341645321,51.9179880997117,76.9384893516477,no
61,62.6553071451805,143.020992843793,B,I,104.285070082946,948.470112293559,96.363952359636,561465.389987318,561465389.987318,yes,critical,95.4149217712805,695.019751928336,50.8817264276171,64.3608006457336,yes
62,73.7046112973122,129.171189051891,B,I,98.3759164394592,1132.69020070579,102.720684697761,701716.205279212,701716205.279212,yes,severe,97.8647104899544,616.128681909252,53.1225490017146,70.5288954973501,no
63,81.6364745473101,133.493311079638,C,III,99.138553843513,1033.6181467275,102.040237738438,889676.829682714,889676829.682714,yes,critical,97.607231070195,619.282385156724,45.4222754178094,84.3425363881412,yes
64,97.9947365458536,108.379865598941,B,II,104.822774322559,911.732078115273,96.4197498088028,1040777.05854553,1040777058.54553,yes,minor,93.1109360085237,701.560195657844,47.7391631561974,99.217625900107,no
65,55.4541588105107,143.384930976427,A,II,95.8550646854517,1014.09694328447,102.922940789285,441942.281629893,441942281.629893,no,None,95.4841530931868,707.638302168978,47.5447549424248,54.4422568739152,yes
66,96.0508526408829,138.94683230666,B,I,102.5680276098,929.932927466921,102.262207413984,1281900.8165323,1281900816.5323,no,None,95.6661236509958,678.676411877341,50.2187490400417,98.7022056560799,no
67,76.7169623950415,127.97078581118,A,I,100.399351796386,944.35403825732,96.4697853658282,754180.66158531,754180661.58531,no,None,98.3787728128864,690.343107582069,49.250573290239,73.2833089154092,no
68,90.7701219739524,148.936119263563,A,III,96.0785675282726,831.235168921772,94.3584418999898,1228126.69111844,1228126691.11844,no,None,94.4306123236164,669.745487436434,49.0156161197688,89.6264496532931,no
69,88.4145713658129,127.588198297689,B,II,101.751687380582,1079.055115693,103.948046927008,997384.274349397,997384274.349397,yes,critical,97.4860113070288,702.169021316575,48.7101428131982,89.4847551085047,yes
70,84.4175632573372,133.520356942483,A,II,96.2884824147859,966.236769714071,95.9522248207562,952518.409797338,952518409.797338,no,None,95.373447474836,762.566126634414,47.8366633295299,86.753615250384,no
71,49.1376212286429,115.246941224159,B,I,100.01238746083,932.872258561182,96.2036254835635,278275.522027997,278275522.027997,yes,severe,99.4598869075353,702.25542565637,49.7933735652321,51.8037806441408,no
72,68.1962722677859,132.126725373369,A,II,105.867725319687,1083.92717109751,105.616586191287,615493.694594637,615493694.594637,no,None,93.4673494882858,740.068177350173,51.759806523768,69.4305671790606,no
73,82.4703632399909,122.254057635982,C,II,101.561804111652,1193.75424284154,95.6540526376252,831503.888505626,831503888.505626,yes,critical,97.1289056325145,678.589484861533,50.2410178577843,84.7031063943665,no
74,50.9295328445531,123.71047058994,B,II,103.453448894282,919.878314326846,100.500580890524,320893.050228383,320893050.228383,yes,minor,95.4329704405155,730.269972784142,45.1625126848522,49.5391523684157,yes
75,59.1434237085229,149.012980864132,A,I,98.2136403039003,994.992179569354,101.605822493662,522249.588670801,522249588.670801,no,None,97.2455294277307,750.943219598882,46.9649637314765,60.8385256894722,no
76,81.6199299536337,141.76456540892,B,II,97.4816180591471,895.28977524053,98.5129725371658,944419.666061032,944419666.061032,yes,critical,97.0537884834302,696.83191130247,49.4358333991768,78.9883879277373,no
77,85.3635747566918,123.096166622846,C,III,99.9294672864126,922.80139861489,96.6129232064221,897005.087146946,897005087.146946,yes,minor,99.7734569265146,712.793486799882,50.7701933595343,84.1332782457631,no
78,79.2753517708033,139.570069613153,C,II,99.1656827838212,938.032360918922,97.7374225758353,877149.921901797,877149921.901797,yes,minor,96.8676356002858,725.809035064954,49.1855615579128,81.6123730647168,no
79,52.2844740518064,140.159149271206,B,II,99.1806211903075,1277.17295651032,96.6024214129803,383158.288597168,383158288.597168,yes,severe,98.5947065328877,655.116015964484,53.4819054159686,54.3298557483999,no
80,48.0043820270429,135.988138225855,C,III,104.534305113022,1032.26144104036,107.264039866096,313382.89044746,313382890.44746,yes,critical,95.3740772503586,674.651161206944,50.7217487250621,48.3933492842485,no
81,100.254140196099,130.121162898406,B,I,101.762561652102,1141.38989374199,99.7382016310201,1307842.81251451,1307842812.51451,yes,minor,97.3946864994468,701.370525063579,50.7567002934171,97.7895916745639,no
82,75.1584287506406,132.706542503976,B,I,101.351733136734,1015.21846533636,101.656892776181,749640.695786303,749640695.786303,yes,critical,97.4665796853458,717.350219511003,49.5027035256844,71.5606548383024,yes
83,71.7688045831917,138.609679701211,C,I,102.937529141551,1005.30053475149,104.00250515904,713955.265580254,713955265.580254,yes,minor,96.7262910784497,753.078210234769,48.4365802548901,70.8831852341785,yes
84,67.5820692492182,126.199906565773,C,I,99.4445864543929,915.937319664768,105.051574642971,576408.01355205,576408013.55205,yes,minor,97.9427800475441,685.67175434385,50.5985211391023,67.1352200423503,yes
85,46.1134220967894,145.576247572645,B,IV,94.0527824316774,983.774173932807,100.837095411813,309571.358778181,309571358.778181,yes,critical,93.9970915851496,739.359561278856,48.5746402689383,47.2988409814575,yes
86,82.2399379608077,128.815748977725,C,I,99.8818470603529,967.200751169542,101.378789832801,871244.728493095,871244728.493095,yes,severe,99.3740002594306,684.847863341777,49.8770299102935,82.4072229369406,yes
87,65.6572030850696,141.358469105711,B,I,97.97672757029,991.284856048826,106.291710289071,609387.094543599,609387094.543599,yes,critical,95.8374514311059,732.889848872979,48.8009089665851,66.0287442649614,no
88,66.3448658733616,132.692319020827,A,III,101.739818540897,1053.69150296375,95.4724845153755,585075.159770896,585075159.770896,no,None,98.2189194445986,771.064301218837,47.3672876870064,62.8670922636324,yes
89,88.6669265714232,123.419435653528,B,I,100.142655908222,825.019857752316,97.562649361313,970310.102622431,970310102.622431,yes,minor,99.3924418407351,716.816038923173,51.4216780758529,89.8627015312569,yes
90,86.435462210165,129.367247293048,C,II,102.324607479176,842.493563279973,104.230931305899,966524.480085775,966524480.085775,yes,severe,97.313016212607,649.744272412959,48.5860346654957,83.0147203947895,yes
91,97.8423275186854,135.449496970944,C,IV,96.5111691883115,1076.16224163808,103.583790937954,1296683.40067099,1296683400.67099,yes,critical,95.5536291507108,718.857488773726,49.0988280765075,96.8424389074304,yes
92,60.4765215389065,124.27408718977,B,III,100.775768546976,838.500825690693,101.372931679589,454529.030598276,454529030.598276,yes,critical,97.4367519735382,689.088560635587,50.4568923987132,59.1126597649452,no
93,83.0069712145261,124.026005906992,C,II,99.1135438046672,1113.62610028456,96.8476208156453,854568.646543103,854568646.543103,yes,minor,98.9431688998835,663.766731595406,52.6728449735179,81.6493443527654,yes
94,97.8222091278,135.921245568942,A,IV,98.6695429284789,852.630021546675,96.7586823374027,1301663.70130149,1301663701.30149,no,None,97.9057098157897,711.815988767,50.5707815618652,99.6328364203492,yes
95,47.784222411042,135.909414033404,A,II,100.606740037193,832.776842872902,102.532289141597,311336.716997579,311336716.997579,no,None,98.7646525024033,699.414444009162,47.560985283587,46.4822433256424,yes
96,52.7841482624432,140.925394181038,C,III,100.748548947165,981.333391323764,101.605931683122,392651.270886495,392651270.886495,yes,severe,99.099968707987,706.605181435894,48.3532611293649,51.6258721270771,yes
97,47.3652263829246,135.461195562909,B,I,102.622374755429,1113.66531061152,96.5220822763021,303913.135623747,303913135.623747,yes,minor,95.9184671237299,706.481558890391,52.9074805100204,46.1651702026397,yes
98,40.8157200099521,139.23549554506,B,IV,108.706542772598,878.577936054588,91.309347993697,231965.210124436,231965210.124436,no,None,91.0407915649137,718.174745915654,48.5939986711711,45.0379100109211,yes
99,71.5996510648232,124.935357402304,B,I,99.917027212676,996.829558179102,97.1146017951646,640493.994987228,640493994.987228,yes,severe,99.8907476813001,682.354011086115,50.0677538411074,75.3251414032858,yes
100,83.0640867929838,146.64087682228,C,IV,97.8842947973553,929.297365506904,96.9586070606876,1011780.19396115,1011780193.96115,yes,critical,96.160651223129,692.400952831045,52.3002811986751,81.8084465098051,no
101,94.0193075119699,136.589086563413,B,II,99.0095701445716,1005.59248519715,95.5556406047253,1207405.76369507,1207405763.69507,yes,severe,98.1357846648771,694.599159308066,51.0303558122403,93.6642464287483,yes
102,90.8950217433545,127.379837118406,B,I,99.3896236236362,1277.59257848564,97.758586669143,1052408.97267752,1052408972.67752,yes,minor,99.0561826559088,727.965280560253,49.9553979230553,90.604074153316,yes
103,49.935827063203,125.43743059433,C,III,105.120339801424,942.928705471083,98.2910723126601,312799.351996596,312799351.996597,yes,severe,94.533705373266,666.616954732598,49.3923064524387,47.381414530206,yes
104,106.969638033455,116.280109396088,A,I,100.458992031648,1009.95271888086,97.7060122410378,1331545.43102921,1331545431.02921,yes,severe,99.1720665778779,679.033173615035,51.6271398558688,108.368219532976,no
105,56.6645318248437,137.807817583392,A,I,98.7012970002264,1066.31285979761,93.4860129896457,443493.640092288,443493640.092288,yes,severe,97.4275547779273,685.91629146245,50.6181501717605,60.8526035780046,no
106,72.1102762491214,114.434673832296,A,II,101.58949321601,967.752480308977,101.479068646285,596057.721567448,596057721.567448,no,None,97.5514266934166,755.895232010409,50.2518396905631,70.1771506478551,no
107,61.5548823626229,143.727451922593,A,III,102.694900653086,998.640059969881,98.7915281567761,545593.247560651,545593247.560651,no,None,94.8128069900345,724.285777673847,49.0053268721816,63.1751240254425,yes
108,67.5529965609006,127.235855990821,B,III,94.524510691005,1087.70189360949,99.572762694577,580638.415604493,580638415.604493,yes,minor,93.8539342592984,727.069498121941,43.8893564581648,67.5479653924984,no
109,73.76386069003,133.893941454646,B,I,99.3243305731181,1179.84687944993,105.173810786224,728542.294450686,728542294.450686,yes,minor,99.1968781580033,683.492692188428,48.5752186704574,76.0958548396893,yes
110,72.3832191599401,120.53173686208,C,II,96.9401812049742,917.41128333291,99.0346190562634,631515.892679059,631515892.679059,yes,severe,95.0509332481563,691.829418481876,50.9783468830018,72.3017648186384,no
111,69.4981489826519,138.311882311347,A,III,103.802212971539,985.188511186202,103.063114592311,669055.631309277,669055631.309277,no,None,95.3849765099693,745.99155541562,53.5008724815205,66.8954726757059,yes
112,72.1614545588407,144.244734055869,C,II,97.1398056993491,1074.98851606685,97.5309051292338,751131.143172648,751131143.172648,yes,severe,95.3460087927994,721.66574324719,48.9899321261499,75.0042149019406,no
113,60.2912952830666,127.679930531871,B,IV,104.335770584659,865.7212366456,96.8713082557796,464132.343345566,464132343.345566,no,None,94.8289233687465,687.99111688604,50.8944058440042,60.6376312896444,yes
114,59.9156573862419,143.808377026784,A,IV,102.266942993474,1052.81074918384,94.1800460274807,517266.050232244,517266050.232244,no,None,96.7255901919861,685.248721931382,49.976727284844,58.1663437977025,yes
115,36.7780184017038,135.301050175189,C,I,101.339989446544,996.435854659471,98.4352559261464,183019.607228823,183019607.228823,no,None,96.8830720521959,670.705679026618,53.8109011974037,35.8346133069547,no
116,62.3533254625236,134.79246639958,C,I,101.406413477569,1035.65684355674,101.055691826992,524074.233421472,524074233.421472,yes,critical,98.3744370627058,696.567835913155,50.6485236740739,58.8939725679134,no
117,59.746994842444,136.077430044974,A,I,102.830091122824,1025.108317716,101.30391788995,486767.749753891,486767749.753891,no,None,96.6007007152739,711.649627536822,54.0465218576142,59.203865028105,no
118,124.037820006896,122.901027994224,B,III,105.974514369541,990.943457439609,95.2858519881683,1890888.58528823,1890888585.28823,no,None,93.7992504742674,670.594971703627,51.7917533108467,123.16491133609,no
119,42.7576753762056,126.34765910697,B,IV,100.912115177834,937.959948584637,95.5651526670643,231001.513116367,231001513.116367,yes,minor,98.8391549049704,702.191002489688,49.177231300973,42.8671471228823,yes
120,72.7451243711721,115.252905685023,C,IV,96.8505324794765,864.988521652714,105.805491353052,609912.56079122,609912560.79122,yes,critical,95.5835764289926,683.953196115135,52.3888352679044,72.3287060649288,yes
121,40.1274986536742,114.394385695458,C,III,100.073707793238,1092.71453025434,103.729176613465,184207.857101058,184207857.101058,yes,severe,99.3966263159207,709.40750822031,50.5329016441149,37.4501090972477,no
122,40.5912851712641,131.859305973231,C,III,106.12866612262,1009.01868330933,98.2233166903908,217267.789733348,217267789.733348,yes,severe,92.7828432620349,711.448771405044,47.5114033345255,43.4629739954108,no
123,72.4940477239401,116.771414488089,B,III,99.1440594352635,1089.79541398928,98.9847008027887,613687.726141295,613687726.141295,no,None,97.8036529943514,687.886881709721,52.2294242061376,73.5540786692311,yes
124,50.0672173023192,128.409278507659,A,I,98.8218553883064,991.862587932758,96.1636959791489,322896.813582987,322896813.582987,no,None,97.6806289726999,721.61484027039,50.5085274348671,53.7942362283807,no
125,69.9635477139058,113.425754552371,B,III,92.4453195901499,982.725825584988,99.7009575021861,555217.950655945,555217950.655945,yes,minor,91.9801511940598,698.78793846423,51.4554088409574,69.7720912454522,yes
126,61.4348223714837,141.607538159272,A,IV,100.168524538054,1004.88716376491,99.6499453271136,535470.834018463,535470834.018463,no,None,98.6523251580508,711.687010586423,51.3085256928172,58.141224853323,no
127,57.7265678710101,134.928637439449,B,II,100.136371068855,1019.67350889467,98.6642487804122,449641.251451407,449641251.451407,yes,severe,99.6662870097505,720.76434702532,51.2210669110637,59.3309469874641,yes
128,30.4935569083822,121.171469437247,B,III,95.4384527275456,816.392911269778,99.3602460799554,112682.826728597,112682826.728597,yes,critical,94.4075027599281,767.175489327577,46.922922942368,31.7906446362744,yes
129,45.5050409928003,133.812232132087,B,IV,100.711856021021,1057.60124186001,95.6945322485703,277095.210799002,277095210.799002,yes,critical,97.6986647907766,694.780553128752,49.1381045995323,44.0422403226777,no
130,73.5903288223588,138.615778716923,B,IV,106.254819903475,1000.14401428963,99.0292997531048,750688.091125803,750688091.125803,no,None,92.9855316778178,716.958607982086,47.7538619467647,74.0280927474084,no
131,81.3524118884707,113.565788546691,A,I,103.767982271185,1048.07126014016,99.6500610602405,752612.090700453,752612090.700453,no,None,94.6281182414308,686.054844711063,53.7822286514477,77.3585069426903,yes
132,60.1424529289305,128.181542542614,C,III,99.9263011800382,1015.99125347446,101.534686109309,463657.034348495,463657034.348495,yes,severe,99.9022490281808,742.823010510023,47.5518431415768,58.8038753987012,no
133,70.001257681307,128.853914154728,A,II,96.1696516253414,1176.89766134517,100.167979399699,632415.959575027,632415959.575027,no,None,95.8479361933166,728.166903683401,48.3910864686313,68.0368990447879,no
134,92.4577928675993,134.093914413206,A,II,103.736429498571,1082.74105856214,95.5824141474201,1147305.68620822,1147305686.20822,no,None,95.6046315451555,674.30594958625,49.211650255341,91.5206085431647,yes
135,98.7971148595238,122.724820840225,B,III,105.218671602194,1004.85970369057,94.500905729318,1197910.52192139,1197910521.92139,yes,severe,92.5656608716197,718.209077515617,50.3385339488936,99.2207160894014,no
136,48.0577246318836,136.753665862013,C,I,104.181230749793,957.551056473429,94.3765752322523,315849.071919057,315849071.919057,yes,critical,95.0072958823848,684.877400735761,50.3189615398223,47.8147780814919,no
137,67.6536087949965,127.322772879933,C,I,99.4107228574051,1028.86298841432,101.967128867281,582768.200479809,582768200.479809,yes,minor,98.4723612780008,626.041955069619,52.1751014100494,66.3407546491972,no
138,94.029968018394,124.212036535681,A,I,97.2634242856419,1066.63540381611,100.80671943344,1099245.71781627,1099245717.81627,no,None,96.2481417747187,704.408124485239,51.313279053923,95.1088960154746,no
139,60.605408388674,116.382916525062,B,I,100.06209966961,1110.59524603244,99.5168359435402,427485.819561869,427485819.561869,yes,minor,98.2247818752771,720.332539252041,51.2704334478518,60.9352228134411,no
140,68.9506103012201,105.42241961399,C,II,99.2604349585559,784.993273942202,98.2785834375479,501204.387049439,501204387.049439,yes,minor,98.3047587172318,673.885821675719,48.35939595014,67.1751105648096,yes
141,68.2778540352582,125.329006183763,B,II,104.642465464811,1054.47409832711,97.9745235789579,584275.944470996,584275944.470996,yes,minor,94.3240506301452,691.235251795673,48.9661333887289,66.4029389700311,no
142,52.2464196418714,147.849998051367,C,IV,99.8953020524424,1031.99071938297,95.8141378195532,403593.359204689,403593359.204689,yes,minor,98.8348330159495,712.5779141183,49.8524767801977,51.7140206440334,no
143,61.1063199023052,136.693606293103,B,II,97.7955900736461,1092.15104006458,100.02267111096,510422.678875422,510422678.875422,yes,minor,97.2876733116023,724.378344631987,49.718371517318,63.7397263348758,yes
